hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
8,13.3,0.0,3.3,65.0,1814.0,0.015,44.0,10.0,221
16,19.9,0.0,4.8,15.0,1948.0,0.051,37.0,14.0,151
8,13.7,0.0,3.3,40.0,2000.0,0.032,17.0,9.0,215
2,18.0,0.0,2.1,66.0,1659.0,0.023,40.0,29.0,20
3,17.3,0.0,2.2,69.0,1636.0,0.032,30.0,24.0,27
0,19.1,0.0,1.4,61.0,2000.0,0.016,28.0,17.0,94
16,23.9,0.0,6.0,22.0,2000.0,0.058,40.0,14.0,137
23,15.4,0.0,1.4,87.0,423.0,0.019,85.0,35.0,87
9,17.1,0.0,1.6,50.0,1416.0,0.007,64.0,44.0,82
17,20.6,0.0,3.2,56.0,1539.0,0.049,52.0,26.0,183
23,13.1,0.0,3.0,84.0,990.0,0.036,39.0,19.0,87
7,13.7,0.0,0.3,71.0,508.0,0.062,81.0,50.0,19
2,11.4,0.0,2.1,40.0,1766.0,0.033,103.0,24.0,23
21,14.8,0.0,3.7,44.0,2000.0,0.042,23.0,16.0,120
