cmpyCd,cmpyNm,ptrn,mog,prdNm,age,mlInsRt,fmlInsRt,basDt,ofrInstNm
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),20,3430,2355,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),25,2987,4160,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),30,4429,2494,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),35,2854,2335,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),40,1459,3577,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),45,4937,2467,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),50,2346,2595,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),55,3068,1948,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),60,2633,3561,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),65,3101,3752,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(MG),70,3291,1983,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),20,2539,2986,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),25,2101,1860,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),30,2046,3186,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),35,2707,3686,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),40,2282,956,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),45,2895,4035,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),50,3027,1770,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),55,1700,3698,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),60,2354,3956,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),65,3523,2222,20240201,손해보험협회
N09,MG손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(MG),70,3933,2107,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),20,1842,2149,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),25,3614,3653,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),30,2683,1398,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),35,1754,1999,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),40,1964,2999,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),45,4550,3396,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),50,2097,2279,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),55,2600,3091,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),60,4257,2449,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),65,4231,4377,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),70,2720,2518,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),20,2711,2846,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),25,2713,3463,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),30,1760,2399,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),35,3263,3452,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),40,4756,1833,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),45,2478,1100,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),50,2112,1473,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),55,2582,2628,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),60,3375,2576,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),65,3375,2885,20240201,손해보험협회
N10,농협손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),70,2173,1535,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),20,3466,4034,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),25,5028,3501,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),30,4166,3146,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),35,3241,2883,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),40,2915,3255,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),45,2583,2689,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),50,2057,3156,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),55,2232,2825,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),60,3400,3239,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),65,3617,2640,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(농협),70,3388,2435,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),20,1423,3197,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),25,3238,3559,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),30,2979,1597,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),35,2926,3464,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),40,3380,2689,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),45,1669,2030,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),50,3381,1551,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),55,2745,2828,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),60,3919,3260,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),65,3770,3026,20240201,손해보험협회
N10,농협손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(농협),70,2323,2339,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),20,2253,3243,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),25,2444,2504,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),30,3017,4030,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),35,3525,2220,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),40,3121,4038,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),45,3492,1601,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),50,2267,2056,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),55,4152,3742,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),60,2499,2315,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),65,3035,2856,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),70,2230,2613,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),20,1837,3754,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),25,1591,1471,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),30,3348,1872,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),35,2599,2847,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),40,3540,2634,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),45,4423,2799,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),50,3952,3008,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),55,4704,3593,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),60,3034,3271,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),65,2791,2596,20240201,손해보험협회
N11,AIG,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),70,1957,2193,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),20,4648,1896,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),25,2475,2729,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),30,2951,3087,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),35,2624,3134,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),40,3913,3749,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),45,2785,3258,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),50,2083,2258,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),55,2061,2765,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),60,2312,1659,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),65,2691,1503,20240201,손해보험협회
N11,AIG,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AI),70,4061,2381,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),20,3788,2430,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),25,2044,3681,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),30,3070,4215,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),35,2626,2466,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),40,3803,3558,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),45,3122,5301,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),50,2775,1847,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),55,2197,2593,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),60,4215,2660,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),65,4252,3125,20240201,손해보험협회
N11,AIG,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AI),70,3866,3090,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),20,3303,3364,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),25,2546,2383,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),30,3279,4255,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),35,1767,1278,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),40,2789,3573,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),45,3041,1923,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),50,3063,1500,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),55,3503,2568,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),60,2934,3120,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),65,3164,2394,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),70,3826,3397,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),20,1580,2627,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),25,2135,1848,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),30,3428,2485,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),35,2885,2297,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),40,3296,3308,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),45,4736,2664,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),50,1841,2422,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),55,3677,2220,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),60,1814,2236,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),65,2573,1987,20240201,손해보험협회
N12,AXA,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),70,3173,2740,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),20,3631,2465,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),25,3446,2430,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),30,2096,2392,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),35,1705,4141,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),40,3113,2203,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),45,2697,962,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),50,4147,3802,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),55,3086,3039,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),60,1985,1903,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),65,1642,2679,20240201,손해보험협회
N12,AXA,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(AX),70,3848,2512,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),20,3278,3534,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),25,1700,4184,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),30,3925,3185,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),35,3739,3528,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),40,3234,3871,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),45,2637,3146,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),50,4057,781,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),55,3350,3343,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),60,1633,3011,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),65,2365,3097,20240201,손해보험협회
N12,AXA,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(AX),70,2924,2090,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),20,3887,2486,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),25,3215,3785,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),30,2266,2806,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),35,2603,2595,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),40,4724,3142,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),45,3250,3193,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),50,3344,1430,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),55,4837,1701,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),60,4386,3263,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),65,3144,2570,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),70,5084,3253,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),20,3014,2398,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),25,2475,2837,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),30,2255,3309,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),35,2483,3553,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),40,3786,2758,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),45,3464,3272,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),50,1830,4098,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),55,2795,3321,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),60,3578,932,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),65,2474,3430,20240201,손해보험협회
N13,캐롯손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),70,3049,3316,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),20,3073,3722,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),25,3091,3868,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),30,2215,2704,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),35,2525,3091,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),40,2777,2627,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),45,2436,2454,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),50,2991,1283,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),55,1158,2844,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),60,784,2655,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),65,2698,3206,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(캐롯),70,2462,3977,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),20,3678,1665,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),25,2772,3945,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),30,2441,2760,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),35,4123,2394,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),40,3898,2117,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),45,689,3721,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),50,3350,3178,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),55,2125,2039,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),60,3920,2982,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),65,2906,2965,20240201,손해보험협회
N13,캐롯손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(캐롯),70,4206,3342,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),20,2620,1747,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),25,3470,2107,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),30,2054,3786,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),35,3697,3089,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),40,2009,4141,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),45,3823,2572,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),50,2587,2858,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),55,2617,4458,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),60,2691,1999,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),65,4270,2373,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(에이),70,3629,3306,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),20,2953,2070,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),25,2961,1922,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),30,2981,3379,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),35,4374,1984,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),40,2799,2406,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),45,3218,1658,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),50,2257,1530,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),55,1849,2304,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),60,4336,3060,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),65,3051,3810,20240201,손해보험협회
N14,에이스,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(에이),70,3306,3158,20240201,손해보험협회
